Open,High,Low,Close,Volume,Hourly Movement,Trade Value,Date
146.36000061035156,146.9499969482422,145.27000427246094,145.91000366210938,18637078,0.011564621920368001,2723063477.9551697,2021-08-02
145.91000366210938,146.54989624023438,145.41000366210938,146.52999877929688,8769238,0.007839162020611523,1280132924.3499146,2021-08-02
146.53819274902344,146.5500030517578,145.55889892578125,145.6300048828125,6754532,0.006808955916064674,986529462.9460754,2021-08-02
145.6300048828125,146.21539306640625,145.56190490722656,146.0449981689453,6731363,0.004489417472216983,982029453.9098434,2021-08-02
146.04969787597656,146.17999267578125,145.74000549316406,145.97000122070312,4299460,0.00301898700448322,627549177.6637268,2021-08-02
145.97000122070312,146.0500030517578,145.61000061035156,145.61500549316406,4772782,0.003021787236878737,696014807.7992249,2021-08-02
145.61000061035156,145.75999450683594,145.3699951171875,145.52000427246094,5690237,0.002682805274458744,828299319.3841171,2021-08-02
145.80999755859375,146.52000427246094,145.24000549316406,146.11000061035156,16480501,0.008812990435731693,2404175566.3511963,2021-08-03
146.11000061035156,146.14999389648438,145.33990478515625,145.80990600585938,7423169,0.005573755621524734,1081889389.8533478,2021-08-03
145.8000030517578,147.42999267578125,145.75999450683594,147.07009887695312,11263820,0.0114571777708663,1651219620.7136536,2021-08-03
147.07400512695312,148.0449981689453,147.07009887695312,147.8800048828125,7821858,0.006628806939253051,1154174191.3746185,2021-08-03
147.875,148.02870178222656,147.57000732421875,147.5749969482422,4746751,0.003108317647501524,701566734.0248642,2021-08-03
147.5850067138672,147.639892578125,147.1300048828125,147.58999633789062,6145846,0.003465558882558506,905805197.6153564,2021-08-03
147.58009338378906,147.74000549316406,147.13999938964844,147.34019470214844,5840989,0.0040777905804303405,861195432.420227,2021-08-03
147.27000427246094,147.7899932861328,146.69000244140625,147.0800018310547,18006778,0.007498744470782581,2651317954.253372,2021-08-04
147.07000732421875,147.2899932861328,146.27999877929688,146.39500427246094,9046594,0.006904529089857281,1327904264.399582,2021-08-04
146.39999389648438,147.30999755859375,146.3699951171875,147.19500732421875,5974667,0.0064220979214604235,877320080.400116,2021-08-04
147.1999969482422,147.52000427246094,146.97000122070312,147.26499938964844,4176702,0.003742281058648711,614998497.4616547,2021-08-04
147.27000427246094,147.3000030517578,146.97000122070312,147.10000610351562,3661026,0.0022453686351893154,538665068.3307953,2021-08-04
147.10499572753906,147.1999969482422,146.66000366210938,147.01300048828125,4630117,0.0036819396744112165,680303092.2229996,2021-08-04
147.02000427246094,147.3300018310547,146.91000366210938,146.94000244140625,4352109,0.0028588806648681686,640282288.0334244,2021-08-04
146.97999572753906,147.42999267578125,146.1699981689453,147.36000061035156,14720047,0.008620062411026419,2160902832.2169724,2021-08-05
147.36239624023438,147.83999633789062,147.1602020263672,147.4700927734375,6566989,0.0046194168135325064,968631528.8279495,2021-08-05
147.47999572753906,147.6300048828125,147.24000549316406,147.28500366210938,4429921,0.0026487325122148686,653125425.6173782,2021-08-05
147.29100036621094,147.39999389648438,147.11000061035156,147.22760009765625,3106852,0.001971268336140586,457499482.7267761,2021-08-05
147.22999572753906,147.4600067138672,147.14999389648438,147.22500610351562,4317214,0.0021067810413970545,635947209.5875092,2021-08-05
147.22000122070312,147.25999450683594,146.82989501953125,146.85000610351562,4755056,0.00292923649674659,699206946.8658447,2021-08-05
146.84030151367188,147.11000061035156,146.72999572753906,147.05999755859375,4915079,0.0025898241251103293,722123397.6802216,2021-08-05
146.35000610351562,146.97500610351562,145.89999389648438,146.875,13787940,0.007368144290629486,2019071463.75,2021-08-06
146.8800048828125,147.11000061035156,146.01499938964844,146.24000549316406,8207406,0.007499237922681257,1202897941.875,2021-08-06
146.24009704589844,146.3300018310547,145.97000122070312,146.23500061035156,4704875,0.0024662643511748072,687617488.4290695,2021-08-06
146.22999572753906,146.27999877929688,145.86000061035156,145.89500427246094,4492197,0.0028794609021516315,656175214.4190903,2021-08-06
145.89990234375,145.97000122070312,145.72000122070312,145.9250030517578,3622214,0.0017156189809617306,528281805.25164795,2021-08-06
145.9199981689453,145.99000549316406,145.6300048828125,145.99000549316406,4561978,0.0024720222363603384,665182035.8474884,2021-08-06
145.99000549316406,146.16000366210938,145.8300018310547,146.13999938964844,6095957,0.002262921394165396,889979258.958046,2021-08-06
146.1999969482422,146.6999969482422,145.52000427246094,146.43679809570312,14795104,0.008108800447613529,2161712654.470215,2021-08-09
146.43499755859375,146.58990478515625,145.7899932861328,146.08999633789062,7129196,0.005486738019484738,1042216799.9051208,2021-08-09
146.10000610351562,146.14999389648438,145.82000732421875,145.8448944091797,3917376,0.0022629718535942533,571878137.7509766,2021-08-09
145.84500122070312,145.97000122070312,145.78500366210938,145.90170288085938,2983071,0.0012689752302816881,435162947.0853882,2021-08-09
145.90919494628906,146.08999633789062,145.7899932861328,146.0850067138672,4547352,0.002057775331459233,663640527.2883911,2021-08-09
146.08990478515625,146.1374969482422,145.92999267578125,146.02099609375,3848276,0.0014219439654326038,561978155.3501892,2021-08-09
146.02000427246094,146.17999267578125,145.8699951171875,146.08999633789062,4224780,0.0021251632890280092,616923473.7139893,2021-08-09
146.44000244140625,147.67990112304688,146.20140075683594,146.9199981689453,23963133,0.01011276471057898,3521158361.580391,2021-08-10
146.91299438476562,146.9199981689453,145.39500427246094,145.6300048828125,11834804,0.010488626511724108,1729745380.0767822,2021-08-10
145.6199951171875,146.00570678710938,145.4600067138672,145.87460327148438,5858166,0.0037515471473588136,853727266.4985809,2021-08-10
145.875,145.88999938964844,145.4949951171875,145.5449981689453,3506540,0.002714899382915359,510876569.31900024,2021-08-10
145.5449981689453,145.7100067138672,145.3000030517578,145.52000427246094,4028265,0.002821773251878934,586132718.4942627,2021-08-10
145.52999877929688,145.72999572753906,145.5,145.66610717773438,4704975,0.0015807266497529504,685114924.574089,2021-08-10
145.6699981689453,145.72000122070312,145.3000030517578,145.61000061035156,5469637,0.002890558569332624,795886891.5544052,2021-08-10
146.0500030517578,146.7100067138672,145.61500549316406,145.80999755859375,13707432,0.007519837787284489,2003512613.3635254,2021-08-11
145.82000732421875,146.00999450683594,145.52999877929688,145.99000549316406,7805165,0.003298259682301019,1137758875.8485794,2021-08-11
145.99000549316406,146.36000061035156,145.70460510253906,146.25259399414062,6016149,0.004498111143098615,878552092.7975006,2021-08-11
146.2550048828125,146.58999633789062,146.19000244140625,146.34820556640625,5509692,0.002736123468119578,806563808.5171509,2021-08-11
146.34500122070312,146.3699951171875,145.8000030517578,145.93499755859375,4053623,0.0039094105178265615,592173512.2437973,2021-08-11
145.93499755859375,146.08999633789062,145.8699951171875,145.9250030517578,3715584,0.0015082006448714491,542400936.4453125,2021-08-11
145.9199981689453,146.0,145.7799072265625,145.91000366210938,4329832,0.0015097606907887862,631678989.6333008,2021-08-11
146.19000244140625,147.57000732421875,145.84010314941406,147.53500366210938,19965361,0.011861649419106612,2929019388.32798,2021-08-12
147.5449981689453,148.49000549316406,147.47999572753906,148.3699951171875,12167040,0.006848452636864399,1800539421.8261719,2021-08-12
148.360107421875,148.52999877929688,147.6999969482422,148.1699981689453,7637384,0.005619511497657825,1131211114.8447876,2021-08-12
148.1750030517578,148.44000244140625,148.06500244140625,148.23989868164062,5651017,0.0025326714200974987,837777411.5889282,2021-08-12
148.24000549316406,148.69000244140625,148.1999969482422,148.6697998046875,5799977,0.0033063799139969596,860977583.9949875,2021-08-12
148.6649932861328,148.86000061035156,148.6199951171875,148.71499633789062,6839904,0.001614893695661923,1017367306.3483887,2021-08-12
148.7100067138672,149.0500030517578,148.57000732421875,148.88499450683594,7942134,0.0032307713796606574,1181869001.7436981,2021-08-12
148.97000122070312,149.44439697265625,148.3300018310547,149.10000610351562,25674703,0.007512944972999147,3822634625.144417,2021-08-13
149.10000610351562,149.22999572753906,148.4499969482422,148.6199951171875,7278075,0.005254286260233609,1083268656.3468933,2021-08-13
148.61099243164062,148.63999938964844,148.32009887695312,148.4949951171875,4726434,0.002156825104065563,701781152.5453033,2021-08-13
148.5,149.0500030517578,148.27000427246094,148.9512939453125,4306061,0.0052606647118156324,640139044.0292664,2021-08-13
148.95010375976562,149.09500122070312,148.77999877929688,149.0167999267578,3688849,0.002117236483336171,549407947.9375,2021-08-13
149.01739501953125,149.1199951171875,148.7449951171875,148.9600067138672,4653139,0.002521093228747384,693003601.3970947,2021-08-13
148.9600067138672,149.1199951171875,148.9136962890625,149.10000610351562,5143090,0.0013853583200604813,766407048.9672852,2021-08-13
148.74000549316406,150.5800018310547,146.66000366210938,146.80999755859375,33038478,0.026728474506086952,4910178691.10289,2021-08-16
146.79119873046875,147.74000549316406,146.47000122070312,147.71499633789062,11857299,0.008670746650348393,1744268009.1991653,2021-08-16
147.71499633789062,148.8350067138672,147.58999633789062,148.63999938964844,8103369,0.008435601374542134,1201020590.2772598,2021-08-16
148.64830017089844,149.72999572753906,148.64500427246094,149.40499877929688,9806373,0.007299212377762654,1462988271.9375,2021-08-16
149.41000366210938,150.67999267578125,149.33999633789062,150.43499755859375,12728408,0.008972789411744841,1909388414.1607666,2021-08-16
150.43499755859375,150.86000061035156,150.3791046142578,150.8350067138672,9136980,0.003197891072215908,1376207839.8275757,2021-08-16
150.8350067138672,151.1300048828125,150.5800018310547,151.125,9447344,0.0036525637207449613,1425179110.8341064,2021-08-16
150.22999572753906,151.66969299316406,149.32000732421875,150.5675048828125,27905965,0.015735906467265526,4199704021.208687,2021-08-17
150.55999755859375,151.48989868164062,150.37109375,150.66000366210938,12010851,0.007440292570463747,1812803701.4042816,2021-08-17
150.64999389648438,150.86000061035156,149.80999755859375,150.3000030517578,9450469,0.0070088983970988394,1420736248.4628372,2021-08-17
150.2899932861328,150.38999938964844,149.1199951171875,149.6699981689453,9796878,0.00851665983131844,1467131437.982071,2021-08-17
149.66909790039062,150.173095703125,149.08999633789062,149.82000732421875,8332960,0.007264735339986839,1246873687.7270508,2021-08-17
149.82000732421875,150.25,149.60000610351562,149.97500610351562,8189187,0.004344878809928732,1227763885.9664154,2021-08-17
149.97500610351562,150.2899932861328,149.72000122070312,150.22999572753906,7540692,0.0038070535718834897,1131141482.7488708,2021-08-17
150.08999633789062,150.72000122070312,149.39999389648438,149.77999877929688,17565796,0.008835390750640437,2635923304.874756,2021-08-18
149.77499389648438,149.91000366210938,148.38999938964844,148.42999267578125,11385526,0.010243306683152209,1698151220.272934,2021-08-18
148.42990112304688,148.92999267578125,148.17999267578125,148.6699981689453,8841544,0.005061412046638569,1313455504.1625977,2021-08-18
148.66990661621094,148.8699951171875,148.27999877929688,148.28720092773438,4987676,0.00397893406223182,741043946.4788208,2021-08-18
148.2899932861328,148.68899536132812,147.72000122070312,148.49000549316406,10827441,0.006559667835212446,1604675461.1805725,2021-08-18
148.48699951171875,148.64999389648438,147.47000122070312,147.5,10094934,0.008001577717594799,1494655903.394165,2021-08-18
147.4949951171875,147.52000427246094,146.14999389648438,146.36000061035156,14537132,0.009374002279787463,2134559763.9108582,2021-08-18
145.02999877929688,146.28990173339844,144.5,146.0500030517578,24764823,0.012386863206909515,3600680223.3075027,2021-08-19
146.0399932861328,146.72000122070312,145.5200958251953,146.42990112304688,10224759,0.008245633626775328,1494042281.2154617,2021-08-19
146.43499755859375,147.75,146.4199981689453,147.44500732421875,10105535,0.009083471163003898,1486372606.2231064,2021-08-19
147.44500732421875,148.0,146.9600067138672,146.96090698242188,7795915,0.00707670957145301,1149741570.370369,2021-08-19
146.96859741210938,147.24000549316406,146.05999755859375,146.08999633789062,8202386,0.008078926155650201,1202879919.4158478,2021-08-19
146.08999633789062,147.24000549316406,145.83999633789062,147.22999572753906,9434215,0.009599624180117283,1382489874.7372818,2021-08-19
147.2239990234375,147.3000030517578,146.35000610351562,146.6699981689453,7259879,0.006491266885019664,1065931767.4080887,2021-08-19
147.44000244140625,148.3300018310547,146.8000030517578,148.0800018310547,17621635,0.010422334792169252,2600336611.79657,2021-08-20
148.0800018310547,148.5,147.6999969482422,147.7550048828125,7409048,0.005416405337084429,1097279997.49469,2021-08-20
147.75,148.03500366210938,147.1199951171875,147.8000030517578,6474789,0.006219471012033573,955533169.6956024,2021-08-20
147.8094940185547,148.07000732421875,147.75999450683594,147.91769409179688,4379857,0.0020980835740926906,647846552.1648788,2021-08-20
147.91200256347656,147.9949951171875,147.5500030517578,147.72000122070312,4405041,0.003015872966628086,650943917.1395645,2021-08-20
147.71499633789062,148.1658935546875,147.55999755859375,148.0847930908203,4758189,0.004106099255342999,703559841.0552063,2021-08-20
148.08700561523438,148.2899932861328,147.94500732421875,148.19000244140625,6188690,0.0023318526806250794,916653292.9636383,2021-08-20
148.5,149.5500030517578,147.8939971923828,149.3249969482422,16268565,0.011197248643032065,2419493525.915909,2021-08-23
149.3300018310547,149.77000427246094,149.24000549316406,149.64999389648438,7216167,0.0035513184118796115,1078853082.5701904,2021-08-23
149.64500427246094,149.97000122070312,149.6199951171875,149.81399536132812,6231287,0.0023393003270819612,933415624.7551727,2021-08-23
149.81260681152344,150.14999389648438,149.5919952392578,149.70880126953125,7037230,0.0037301371395848104,1054676659.1028595,2021-08-23
149.6999969482422,150.07000732421875,149.66000366210938,149.88999938964844,4700281,0.0027395673665426834,704407637.8844147,2021-08-23
149.8843994140625,150.19000244140625,149.8300018310547,149.96499633789062,5016440,0.002402727130428106,752516175.116272,2021-08-23
149.9600067138672,150.0800018310547,149.57879638671875,149.69000244140625,5441190,0.003350778696200596,815250228.1372833,2021-08-23
149.4499969482422,150.85000610351562,149.14999389648438,150.4510955810547,16863411,0.011398003865901174,2529511650.0,2021-08-24
150.4499969482422,150.50999450683594,149.44500732421875,149.4801025390625,7233292,0.0071262814441617195,1084831057.5522766,2021-08-24
149.47999572753906,149.9499969482422,149.3050994873047,149.69500732421875,6205099,0.004319326420544334,928453749.8185577,2021-08-24
149.69000244140625,149.74000549316406,149.47999572753906,149.6157989501953,3718083,0.0017394285058645043,556262399.8993378,2021-08-24
149.6186065673828,149.80999755859375,149.50010681152344,149.5290069580078,3300215,0.002072846325527955,493893848.04691315,2021-08-24
149.52000427246094,149.90499877929688,149.5,149.8000030517578,3834719,0.0027090219350962563,574067018.7569733,2021-08-24
149.7967987060547,149.80999755859375,149.4550018310547,149.6300048828125,4095049,0.002375268296074484,612752418.2427902,2021-08-24
149.80999755859375,150.32000732421875,148.53500366210938,148.62539672851562,15348852,0.012017394002089565,2293540666.543762,2021-08-25
148.6201934814453,148.73500061035156,148.1199951171875,148.5050048828125,9910979,0.004152076110166547,1471061814.3503647,2021-08-25
148.5,148.54800415039062,148.05999755859375,148.2397003173828,5739516,0.003296005672320357,851193185.7683716,2021-08-25
148.23699951171875,148.44000244140625,148.00999450683594,148.02999877929688,5382265,0.0029052628236565514,797786221.4123154,2021-08-25
148.03500366210938,148.10000610351562,147.8000030517578,148.02999877929688,5985013,0.0020297905653814396,885482700.7472153,2021-08-25
148.02999877929688,148.42999267578125,148.0,148.3699951171875,5997596,0.0029053559174407884,888933669.1761475,2021-08-25
148.37010192871094,148.75,148.33999633789062,148.3699951171875,5316698,0.0027639454781667183,789768894.6748352,2021-08-25
148.6875,149.1199951171875,147.72999572753906,147.89649963378906,13886354,0.009409053204144424,2061082028.883316,2021-08-26
147.89999389648438,148.35000610351562,147.59500122070312,148.19349670410156,7740559,0.0051153824761551725,1145389894.9742737,2021-08-26
148.1999969482422,148.64999389648438,147.92999267578125,148.63499450683594,5238916,0.004867175396142676,776878818.4666138,2021-08-26
148.63499450683594,148.64999389648438,147.9799041748047,148.08999633789062,3945160,0.004528248111906663,585126204.3374634,2021-08-26
148.0841064453125,148.28700256347656,147.8300018310547,147.97999572753906,3841245,0.0030913936735532666,568728981.2727356,2021-08-26
147.97999572753906,148.0399932861328,147.50999450683594,147.72000122070312,5043431,0.003592968605746316,745292985.2423401,2021-08-26
147.72500610351562,147.95790100097656,147.52000427246094,147.5399932861328,5120680,0.0029683888003884107,756523899.987793,2021-08-26
147.47999572753906,148.4199981689453,146.8300018310547,147.92999267578125,16764936,0.01082882461392387,2474923677.0,2021-08-27
147.94000244140625,148.18370056152344,147.47999572753906,147.78700256347656,7566497,0.004771527355373895,1118569235.4900513,2021-08-27
147.77499389648438,148.63499450683594,147.77499389648438,148.1999053955078,7617368,0.005819662634897416,1128931980.2719116,2021-08-27
148.18499755859375,148.7100067138672,148.14999389648438,148.58859252929688,4170088,0.0037800394225739886,618966163.1126099,2021-08-27
148.5800018310547,148.75,148.50439453125,148.64500427246094,3782462,0.0016538599381199504,562176725.8237305,2021-08-27
148.64500427246094,148.70989990234375,148.4600067138672,148.53500366210938,3654333,0.0016832357347134064,542978898.177269,2021-08-27
148.53500366210938,148.6699981689453,148.38999938964844,148.60000610351562,5302392,0.00188691138519137,787564277.2873535,2021-08-27
149.0,151.83999633789062,148.6999969482422,151.7200927734375,25446440,0.02111633795622314,3823836453.3779907,2021-08-30
151.72169494628906,152.25999450683594,151.6699981689453,151.8970947265625,13714725,0.003890000296785212,2084158134.400177,2021-08-30
151.89999389648438,152.55999755859375,151.88999938964844,152.50990295410156,9568142,0.004411074933422965,1456510401.350174,2021-08-30
152.50100708007812,153.25,152.41009521484375,153.09840393066406,10732899,0.005510821208872585,1640309465.1356506,2021-08-30
153.09500122070312,153.49000549316406,152.86000061035156,153.1999969482422,8829434,0.004121450217826617,1352448579.8952942,2021-08-30
153.1999969482422,153.2949981689453,152.81069946289062,153.27999877929688,8529190,0.0031692722286915664,1305416827.5922394,2021-08-30
153.28500366210938,153.41000366210938,152.9801025390625,153.10000610351562,7564937,0.0028101767217543205,1158910925.4175873,2021-08-30
152.66000366210938,152.72999572753906,151.2899932861328,151.4611053466797,21191858,0.00951816052158061,3221374218.169647,2021-08-31
151.4600067138672,152.10000610351562,151.39999389648438,151.87989807128906,8981766,0.004623594684619814,1362982990.5,2021-08-31
151.8699951171875,152.7100067138672,151.75999450683594,152.6750030517578,8618338,0.006259964690420894,1312012690.690216,2021-08-31
152.6699981689453,152.8000030517578,152.05999755859375,152.11000061035156,6155644,0.004866536268875787,938304816.7985535,2021-08-31
152.1199951171875,152.5,152.10009765625,152.46640014648438,4432135,0.0026292050426803826,675014376.9128418,2021-08-31
152.47000122070312,152.57000732421875,151.9499969482422,151.9550018310547,6721747,0.004080357936352863,1023453212.5792007,2021-08-31
151.9600067138672,152.4600067138672,151.5500030517578,151.8300018310547,10424875,0.006004642981093156,1584633175.27771,2021-08-31
152.8300018310547,154.82000732421875,152.5800018310547,154.69000244140625,26420891,0.014680859000410384,4060891067.645241,2021-09-01
154.69000244140625,154.97999572753906,154.38999938964844,154.6699981689453,11760696,0.0038214673244578723,1819203232.0473633,2021-09-01
154.6750030517578,154.94000244140625,153.97999572753906,154.02000427246094,6628046,0.0062346196941445164,1023767979.0918427,2021-09-01
154.0218963623047,154.0299072265625,153.5500030517578,153.92990112304688,7203706,0.0031253934566377595,1107857622.5756989,2021-09-01
153.92999267578125,153.94000244140625,153.1999969482422,153.2198944091797,5237503,0.004830323158649064,804323334.1116409,2021-09-01
153.21009826660156,153.3000030517578,152.77999877929688,152.9550018310547,8305494,0.0034036148489051676,1271072809.3639069,2021-09-01
152.9550018310547,152.97000122070312,152.33999633789062,152.5399932861328,8895003,0.004135518563458174,1357866672.106842,2021-09-01
153.8699951171875,154.69000244140625,153.36090087890625,153.6649932861328,19439134,0.00866649553362664,2994121394.2323,2021-09-02
153.66000366210938,154.3300018310547,153.5800018310547,153.91000366210938,8675465,0.0048834483074498,1335631229.9602509,2021-09-02
153.9055938720703,154.11000061035156,153.3000030517578,153.3350067138672,6170275,0.005283741307691159,948402130.173111,2021-09-02
153.3300018310547,153.47000122070312,152.82000732421875,152.82859802246094,6315240,0.004253329834655428,967147456.7816162,2021-09-02
152.82009887695312,153.02000427246094,152.39999389648438,152.71780395507812,7640425,0.004068309716585006,1166769294.754982,2021-09-02
152.72000122070312,153.8249969482422,152.6699981689453,153.5399932861328,10699939,0.007565329096413276,1639738875.779602,2021-09-02
153.54989624023438,153.7100067138672,153.31500244140625,153.7100067138672,6295846,0.002576422829930758,966491087.8950958,2021-09-02
